id,name,email,phone,gpa,skills,education,college,location,category,past_internships,preferred_companies,github_profile,linkedin_profile,resume_score,availability_start,preferred_duration,expected_stipend,willingness_to_relocate,is_rural,is_female,experience,created_at
STU00343,Tara T. Mishra,tara343@college.ac.in,09445103544,7.33,"ios, aws, swift, python, flutter, project management",B.Tech CSE,PES University,Hyderabad,general,1,"Axis Bank, Freshworks, Tech Mahindra, Microsoft, EY, Cognizant, Accenture, Google",https://github.com/taramishra343,https://linkedin.com/in/tara-mishra-343,89.2,2025-12-15,12,39705,No,False,True,3,2025-08-30T14:12:36.379340
STU00344,Diya Jain,diyajain344@email.com,+918889208074,6.04,"excel, penetration testing, firewall, ethical hacking, cryptography, neural networks",MCA,VIT Vellore,Mumbai,general,4,"Unacademy, PwC, Swiggy, JP Morgan",https://github.com/diyajain344,https://linkedin.com/in/diya-jain-344,61.2,2025-11-29,6,55645,Yes,False,False,19,2025-09-11T14:12:36.380354
STU00345,Amit E. Bansal,bansal.amit@gmail.com,+914640733848,8.59,"elasticsearch, figma, python, oracle, php, go",B.Tech CSE,NIT Surathkal,Kolkata,rural,0,"Morgan Stanley, PhonePe, Axis Bank, TCS",https://github.com/amitbansal345,https://linkedin.com/in/amit-bansal-345,72.3,2025-11-30,12,38572,Yes,True,True,15,2025-09-12T14:12:36.380354
STU00346,Neha Iyer,neha346@college.ac.in,01989742736,8.71,"android, flutter, penetration testing, ruby, react native, redis",B.Tech CSE,IIT Kharagpur,Noida,rural,1,"Freshworks, Microsoft, Ola, McKinsey, Unacademy, Amazon, Tech Mahindra",https://github.com/nehaiyer346,https://linkedin.com/in/neha-iyer-346,85.6,2025-11-08,3,19332,No,True,True,10,2025-09-08T14:12:36.380354
STU00347,Tara Bansal,tara347@college.ac.in,07569262092,9.24,"elasticsearch, postgresql, oracle, ansible, redis, azure, natural language processing",B.Tech CSE,PES University,Hyderabad,rural,3,"Zomato, PwC, Unacademy, Google",https://github.com/tarabansal347,,85.3,2025-11-26,6,79544,Preferred,True,False,24,2025-09-04T14:12:36.381369
STU00348,Sunita Iyer,sunitaiyer348@email.com,08175854260,8.76,"android, r, google cloud, flutter, penetration testing, spring boot, kotlin, xamarin",B.Tech IT,IIT Roorkee,Gurgaon,general,1,"PhonePe, Morgan Stanley, Zomato, BYJU'S",,https://linkedin.com/in/sunita-iyer-348,91.3,2025-11-26,6,75737,Yes,False,False,7,2025-08-28T14:12:36.381369
STU00349,Meena Agarwal,meenaagarwal349@email.com,2662010039,7.8,"ios, android, kotlin, natural language processing, adobe illustrator",B.E Computer Science,IIT Kanpur,Jaipur,rural,0,"PhonePe, Wipro, Zomato",https://github.com/meenaagarwal349,https://linkedin.com/in/meena-agarwal-349,67.4,2025-11-25,6,65643,No,True,True,3,2025-09-03T14:12:36.381882
STU00350,Sunita R. Bansal,bansal.sunita@gmail.com,02473068228,8.68,"mysql, numpy, java, tensorflow, vue.js, mongodb, scikit-learn, go, machine learning",B.Sc Computer Science,RV College,Delhi,female,2,"Freshworks, Goldman Sachs, McKinsey",https://github.com/sunitabansal350,https://linkedin.com/in/sunita-bansal-350,64.4,2025-12-18,3,64987,No,False,True,12,2025-09-20T14:12:36.381882
STU00351,Rita Gupta,rita351@college.ac.in,0470044495,8.67,"mysql, elasticsearch, postgresql, node.js, r, cassandra, angular, neural networks, natural language processing",B.Tech ECE,IIT Bombay,Surat,rural,2,"BYJU'S, HCL Technologies, Infosys, Goldman Sachs, Accenture",https://github.com/ritagupta351,https://linkedin.com/in/rita-gupta-351,90.7,2025-12-10,6,63173,Preferred,True,False,9,2025-09-16T14:12:36.381882
STU00352,Anaya K. Bansal,anaya.bansal@student.edu,+915316329065,6.28,"spring boot, pandas, terraform, tableau, business analysis",B.Tech IT,IIT Kanpur,Kolkata,female,3,"JP Morgan, Ola, Axis Bank, McKinsey, Unacademy, BYJU'S",,https://linkedin.com/in/anaya-bansal-352,77.8,2025-10-27,12,57693,No,False,True,17,2025-09-06T14:12:36.381882
STU00353,Nikhil Kumar,nikhil353@college.ac.in,8807238487,9.46,"mysql, android, firewall, ethical hacking, php, network security, machine learning",B.Tech CSE,IIT Guwahati,Jaipur,general,1,"Paytm, Goldman Sachs, Cognizant, Microsoft, BYJU'S",https://github.com/nikhilkumar353,https://linkedin.com/in/nikhil-kumar-353,83.5,2025-10-28,6,40094,No,False,True,3,2025-09-18T14:12:36.382891
STU00354,Ananya D. Pandey,ananyapandey354@email.com,5950369650,6.96,"kubernetes, numpy, ui/ux design, php, machine learning",B.Tech CSE,SRM Chennai,Delhi,general,1,"Zomato, Cognizant, ICICI Bank, Swiggy, McKinsey, EY, Deloitte",https://github.com/ananyapandey354,https://linkedin.com/in/ananya-pandey-354,82.8,2025-11-24,12,40501,Yes,False,False,20,2025-09-07T14:12:36.382891
STU00355,Harsh Rajput,rajput.harsh@gmail.com,05341984602,6.54,"reinforcement learning, wireframing, computer vision, ui/ux design, react, neural networks, powerpoint, django, natural language processing",B.Sc Computer Science,VIT Vellore,Hyderabad,general,0,"Tech Mahindra, Netflix, PhonePe, TCS, Deloitte, EY, Goldman Sachs, BYJU'S",https://github.com/harshrajput355,https://linkedin.com/in/harsh-rajput-355,72.7,2025-11-30,3,22782,Preferred,False,False,4,2025-09-11T14:12:36.382891
STU00356,Ayaan Goel,goel.ayaan@gmail.com,+914099403293,7.7,"node.js, python, flutter, php, mongodb",B.E Computer Science,VIT Vellore,Noida,female,2,"Amazon, Morgan Stanley, PhonePe, KPMG, Swiggy, Apple, Microsoft",https://github.com/ayaangoel356,https://linkedin.com/in/ayaan-goel-356,60.3,2025-12-25,6,68516,Yes,False,True,14,2025-09-03T14:12:36.382891
STU00357,Aadhya Jain,jain.aadhya@gmail.com,08837556121,7.76,"photoshop, numpy, computer vision, react native, neural networks, sap, natural language processing",B.Tech ECE,IIT Delhi,Delhi,rural,0,"Apple, Amazon, Microsoft, Axis Bank",https://github.com/aadhyajain357,https://linkedin.com/in/aadhya-jain-357,83.7,2025-12-24,6,64066,Yes,True,False,11,2025-09-10T14:12:36.383891
STU00358,Arnav Joshi,arnav.joshi@student.edu,+913669531551,7.26,"python, go, adobe illustrator, javascript",B.Tech IT,RV College,Hyderabad,general,2,"Google, Microsoft, Freshworks, HCL Technologies, McKinsey, Cognizant, Infosys, Apple",https://github.com/arnavjoshi358,https://linkedin.com/in/arnav-joshi-358,92.9,2025-12-10,6,24296,No,False,False,22,2025-09-18T14:12:36.383891
STU00359,Nisha Pandey,pandey.nisha@gmail.com,1496419372,6.75,"ios, aws, swift, react native, kotlin, php, power bi, xamarin, flask, business analysis",MCA,IIT Guwahati,Chennai,general,1,"ICICI Bank, Tech Mahindra, HDFC Bank, Deloitte, Zomato",https://github.com/nishapandey359,,63.2,2025-11-08,6,58980,Preferred,False,True,12,2025-09-15T14:12:36.383891
STU00360,Shaurya P. Patel,patel.shaurya@gmail.com,05860647079,7.4,"python, kubernetes, c#, ethical hacking, ruby, php, vue.js, react native, pandas",B.Sc Computer Science,IIIT Hyderabad,Jaipur,general,0,"Unacademy, Meta, Google, JP Morgan, Accenture",https://github.com/shauryapatel360,https://linkedin.com/in/shaurya-patel-360,73.1,2025-11-09,6,31623,Preferred,False,False,3,2025-09-19T14:12:36.383891
STU00361,Ayaan Aggarwal,ayaan.aggarwal@student.edu,2002209881,8.82,"reinforcement learning, java, power bi, ui/ux design, network security, tableau, business analysis, powerpoint, django",B.Tech CSE,IIT Madras,Bangalore,general,3,"HDFC Bank, Apple, PwC",https://github.com/ayaanaggarwal361,https://linkedin.com/in/ayaan-aggarwal-361,61.0,2025-11-16,3,50449,Yes,False,False,8,2025-09-12T14:12:36.383891
STU00362,Sneha Nair,sneha.nair@student.edu,02082961304,7.82,"mysql, elasticsearch, postgresql, rust, pytorch, kotlin, mongodb, redis, tableau, go, javascript",M.Tech AI/ML,SRM Chennai,Pune,general,3,"Google, Infosys, KPMG, Tech Mahindra, Cognizant, Flipkart, Apple",https://github.com/snehanair362,https://linkedin.com/in/sneha-nair-362,86.1,2025-11-11,3,42843,Yes,False,False,8,2025-09-19T14:12:36.384891
STU00363,Arnav Yadav,arnav.yadav@student.edu,+919205058934,7.11,"python, excel, rust, penetration testing, c#, php, tableau",B.Tech CSE,VIT Vellore,Noida,rural,0,"Accenture, EY, Netflix, PhonePe, Goldman Sachs, Wipro, Tech Mahindra",,https://linkedin.com/in/arnav-yadav-363,81.2,2025-12-06,3,50771,Yes,True,True,20,2025-08-29T14:12:36.384891
STU00364,Arjun Z. Kumar,kumar.arjun@gmail.com,+914751196719,7.23,"reinforcement learning, python, google cloud, firewall, computer vision, tensorflow, neural networks, natural language processing",B.Tech CSE,RV College,Hyderabad,general,2,"Tech Mahindra, HCL Technologies, PwC, Flipkart, Amazon, Apple, McKinsey, Ola",,,91.5,2025-11-15,3,64038,No,False,False,20,2025-09-04T14:12:36.384891
STU00365,Khushi M. Goel,khushi365@college.ac.in,+912870257270,7.18,"penetration testing, vue.js, network security, express.js, django, sap",B.Sc Computer Science,IIT Kharagpur,Bangalore,general,0,"Cognizant, PwC, EY, Infosys",,https://linkedin.com/in/khushi-goel-365,66.1,2025-12-03,6,62700,No,False,True,0,2025-09-20T14:12:36.384891
STU00366,Darsh Z. Saxena,darsh366@college.ac.in,+918294737839,7.22,"photoshop, node.js, kubernetes, c++, spring boot, java, vue.js, flask, express.js, django, sap, project management",MCA,NIT Trichy,Ahmedabad,rural,0,"Freshworks, EY, Infosys, PwC, Amazon, Goldman Sachs",https://github.com/darshsaxena366,https://linkedin.com/in/darsh-saxena-366,73.1,2025-10-30,6,59691,No,True,True,1,2025-08-30T14:12:36.385894
STU00367,Khushi Jindal,khushi367@college.ac.in,9577542950,7.16,"sketch, python, spring boot, wireframing, computer vision, adobe illustrator",B.Tech ECE,NIT Calicut,Chennai,general,1,"Infosys, EY, JP Morgan, Morgan Stanley, Swiggy, Apple, Amazon",https://github.com/khushijindal367,https://linkedin.com/in/khushi-jindal-367,76.9,2025-12-22,12,73389,Preferred,False,True,8,2025-09-18T14:12:36.385894
STU00368,Aditi G. Sharma,aditi368@college.ac.in,07132545874,7.09,"tensorflow, elasticsearch, pandas, machine learning",B.Tech CSE,NIT Surathkal,Noida,general,2,"Wipro, BYJU'S, Freshworks, Tech Mahindra",https://github.com/aditisharma368,https://linkedin.com/in/aditi-sharma-368,90.2,2025-12-15,6,54161,Yes,False,False,10,2025-09-15T14:12:36.385894
STU00369,Dev Mehta,dev.mehta@student.edu,04802943022,8.5,"photoshop, figma, node.js, kubernetes, wireframing, ui/ux design, power bi, terraform, django, adobe illustrator",B.Sc Computer Science,IIT Roorkee,Chennai,general,1,"HCL Technologies, Tech Mahindra, PwC",https://github.com/devmehta369,https://linkedin.com/in/dev-mehta-369,89.8,2025-12-07,6,37315,Yes,False,True,5,2025-09-05T14:12:36.385894
STU00370,Meena Kapoor,kapoor.meena@gmail.com,03127058292,8.8,"photoshop, android, scikit-learn, swift",B.Tech CSE,IIT Kanpur,Surat,general,1,"Meta, Wipro, PhonePe",https://github.com/meenakapoor370,https://linkedin.com/in/meena-kapoor-370,95.0,2025-12-18,6,44218,Yes,False,True,16,2025-09-14T14:12:36.386896
STU00371,Darsh V. Yadav,darshyadav371@email.com,+917402829878,7.61,"ios, android, jenkins, react native, pandas",MCA,NIT Trichy,Hyderabad,general,1,"McKinsey, Unacademy, PwC, Freshworks, ICICI Bank, Deloitte, Flipkart, Accenture",https://github.com/darshyadav371,https://linkedin.com/in/darsh-yadav-371,80.8,2025-11-17,3,51726,Yes,False,True,7,2025-09-09T14:12:36.386896
STU00372,Ravi Thakur,ravithakur372@email.com,3301873217,7.6,"figma, python, numpy, r, ruby, vue.js, scikit-learn, deep learning",M.Tech AI/ML,IIT Kanpur,Noida,general,1,"Zomato, Amazon, Infosys, Swiggy",https://github.com/ravithakur372,https://linkedin.com/in/ravi-thakur-372,60.4,2025-11-08,12,75190,No,False,False,6,2025-09-24T14:12:36.387895
STU00373,Saanvi Shah,shah.saanvi@gmail.com,07839087978,8.08,"ios, postgresql, powerpoint, project management",B.Tech IT,Manipal Institute,Mumbai,general,0,"BYJU'S, Goldman Sachs, Cognizant, Zomato, PhonePe, Paytm",https://github.com/saanvishah373,,60.4,2025-12-22,6,34404,No,False,False,12,2025-09-18T14:12:36.387895
STU00374,Arnav Mittal,arnav.mittal@student.edu,01645886734,7.76,"figma, penetration testing, ethical hacking, wireframing, angular, cryptography, network security, redis",B.E Computer Science,NIT Calicut,Pune,general,0,"EY, Microsoft, BYJU'S",https://github.com/arnavmittal374,https://linkedin.com/in/arnav-mittal-374,90.4,2025-10-29,12,37170,No,False,False,6,2025-09-01T14:12:36.387895
STU00375,Diya Verma,verma.diya@gmail.com,+918988282824,6.93,"photoshop, postgresql, numpy, c++, c#, ruby, vue.js, flask, go",B.E Computer Science,NIT Warangal,Kolkata,reserved,1,"HDFC Bank, McKinsey, Swiggy, HCL Technologies",https://github.com/diyaverma375,,82.2,2025-10-30,3,16947,No,False,True,8,2025-09-13T14:12:36.387895
STU00376,Kartik Z. Mishra,kartik376@college.ac.in,06673170800,7.94,"android, swift, python, c++, rust, react native, kotlin, business analysis, deep learning",B.Tech ECE,IIIT Hyderabad,Jaipur,general,1,"Meta, Cognizant, Deloitte",https://github.com/kartikmishra376,https://linkedin.com/in/kartik-mishra-376,94.3,2025-12-08,3,72482,No,False,True,20,2025-09-20T14:12:36.388893
STU00377,Saanvi Goyal,goyal.saanvi@gmail.com,3962593093,7.33,"numpy, machine learning, network security",B.E Computer Science,PES University,Ahmedabad,general,1,"PhonePe, McKinsey, Unacademy, Accenture, Tech Mahindra, Paytm, HDFC Bank, Deloitte",,https://linkedin.com/in/saanvi-goyal-377,62.5,2025-11-12,12,59330,Yes,False,True,4,2025-09-16T14:12:36.388893
STU00378,Ishaan Shah,ishaanshah378@email.com,01405852458,7.36,"photoshop, flutter, wireframing, ui/ux design, vue.js, flask, django",B.Tech CSE,NIT Surathkal,Chennai,rural,0,"Paytm, Freshworks, HCL Technologies, PwC, Zomato, KPMG, Microsoft",,https://linkedin.com/in/ishaan-shah-378,86.7,2025-12-18,3,49125,Preferred,True,True,8,2025-09-12T14:12:36.388893
STU00379,Ayaan Chauhan,chauhan.ayaan@gmail.com,+914513785339,7.39,"python, c++, penetration testing, firewall, ruby, php, scikit-learn, javascript",B.Tech IT,IIT Kharagpur,Delhi,general,1,"Paytm, Morgan Stanley, BYJU'S, Amazon",,,84.2,2025-11-08,12,42127,Preferred,False,False,14,2025-09-09T14:12:36.388893
STU00380,Rekha T. Pandey,rekhapandey380@email.com,09454128534,8.71,"reinforcement learning, python, c++, wireframing, pytorch, computer vision, react, neural networks, natural language processing",BCA,IIT Kharagpur,Pune,general,0,"Paytm, Tech Mahindra, Unacademy, ICICI Bank",https://github.com/rekhapandey380,,76.6,2025-11-29,12,68030,Yes,False,False,11,2025-09-02T14:12:36.389893
STU00381,Vivaan R. Pandey,vivaan381@college.ac.in,07171421977,8.08,"pandas, business analysis, power bi, pytorch",B.E Computer Science,IIT Roorkee,Bangalore,general,2,"Axis Bank, Apple, Netflix, Google, Unacademy, BYJU'S, Flipkart",https://github.com/vivaanpandey381,https://linkedin.com/in/vivaan-pandey-381,91.6,2025-12-13,3,29029,Yes,False,False,16,2025-09-22T14:12:36.389893
STU00382,Sita Yadav,yadav.sita@gmail.com,03232782958,6.12,"aws, photoshop, kubernetes, google cloud, ansible, kotlin, mongodb, terraform, cryptography, pandas, powerpoint, azure",MCA,RV College,Chennai,rural,2,"Amazon, Flipkart, BYJU'S, Unacademy, PwC, Zomato, HCL Technologies",https://github.com/sitayadav382,https://linkedin.com/in/sita-yadav-382,84.6,2025-11-25,3,39717,No,True,True,20,2025-09-10T14:12:36.389893
STU00383,Khushi Y. Aggarwal,aggarwal.khushi@gmail.com,4771237059,7.16,"ruby, pandas, react, vue.js, network security, flask, project management",B.Tech CSE,BITS Pilani,Gurgaon,general,3,"Accenture, Netflix, Goldman Sachs, Microsoft, Morgan Stanley, Infosys, KPMG",,,77.6,2025-11-12,3,23179,Preferred,False,True,16,2025-09-08T14:12:36.389893
STU00384,Ravi O. Gupta,ravigupta384@email.com,+911142478019,6.26,"aws, jenkins, google cloud, rust, java, ansible, terraform, neural networks, machine learning, adobe illustrator",MCA,Manipal Institute,Mumbai,reserved,0,"KPMG, Freshworks, Morgan Stanley, Apple",,https://linkedin.com/in/ravi-gupta-384,88.3,2025-12-20,6,29273,No,False,True,8,2025-09-03T14:12:36.389893
STU00385,Aarav Joshi,joshi.aarav@gmail.com,2442615983,8.38,"jenkins, google cloud, wireframing, firewall, cryptography, docker",B.Tech CSE,Manipal Institute,Mumbai,rural,1,"Ola, Goldman Sachs, Flipkart, Infosys, Tech Mahindra, Amazon",https://github.com/aaravjoshi385,https://linkedin.com/in/aarav-joshi-385,77.6,2025-11-23,3,21593,Preferred,True,False,3,2025-09-04T14:12:36.389893
STU00386,Rohan Thakur,rohanthakur386@email.com,04049150582,7.23,"sketch, figma, photoshop, kubernetes, wireframing, java, angular, network security, docker, adobe illustrator",B.Tech CSE,IIT Delhi,Chennai,general,3,"Goldman Sachs, Flipkart, KPMG, EY, BYJU'S, Amazon, HCL Technologies, Infosys",https://github.com/rohanthakur386,,94.8,2025-11-30,12,72798,Preferred,False,True,22,2025-09-16T14:12:36.389893
STU00387,Aditya M. Goel,goel.aditya@gmail.com,00505081906,7.37,"ios, android, swift, react native, vue.js, xamarin, flask, project management",B.Tech ECE,NIT Trichy,Pune,general,0,"Tech Mahindra, Infosys, KPMG, Flipkart, TCS, HCL Technologies, Axis Bank",,https://linkedin.com/in/aditya-goel-387,76.8,2025-11-26,6,78638,Preferred,False,False,13,2025-09-19T14:12:36.389893
STU00388,Anika Chauhan,chauhan.anika@gmail.com,+914304114337,6.54,"numpy, jenkins, pytorch, tensorflow, computer vision, react native, mongodb, scikit-learn, machine learning, sap, deep learning",MCA,IIT Madras,Mumbai,general,0,"PhonePe, Ola, ICICI Bank",,https://linkedin.com/in/anika-chauhan-388,61.3,2025-12-03,3,29206,No,False,False,19,2025-09-18T14:12:36.389893
STU00389,Geeta J. Nair,geeta389@college.ac.in,+913462757786,8.1,"sketch, oracle, cassandra, ui/ux design, azure",MCA,IIT Guwahati,Delhi,general,0,"EY, Netflix, Meta",,,87.2,2025-12-26,3,26119,Yes,False,False,8,2025-09-12T14:12:36.389893
STU00390,Aditi Patel,aditi390@college.ac.in,+916129546084,8.76,"aws, excel, flutter, firewall, ethical hacking, ui/ux design, cryptography, network security",B.Tech CSE,NIT Calicut,Noida,rural,2,"Morgan Stanley, Axis Bank, ICICI Bank, Infosys, Wipro, PwC, HCL Technologies",,https://linkedin.com/in/aditi-patel-390,83.2,2025-11-11,3,21111,Preferred,True,False,8,2025-09-11T14:12:36.389893
STU00391,Arnav Patel,patel.arnav@gmail.com,03035289160,6.28,"numpy, computer vision, ansible, kotlin, neural networks, natural language processing",B.Tech IT,IIT Delhi,Bangalore,general,3,"ICICI Bank, Ola, Cognizant, Unacademy, Netflix, Tech Mahindra, Freshworks, KPMG",https://github.com/arnavpatel391,https://linkedin.com/in/arnav-patel-391,86.8,2025-11-19,3,53600,Preferred,False,True,17,2025-09-02T14:12:36.389893
STU00392,Ishaan Singh,ishaan.singh@student.edu,+918090047289,7.05,"mysql, excel, r, oracle, vue.js",MCA,NIT Warangal,Pune,general,4,"KPMG, Infosys, Meta, Zomato, Google, Freshworks, Morgan Stanley, Apple",https://github.com/ishaansingh392,https://linkedin.com/in/ishaan-singh-392,73.6,2025-11-09,6,40288,Preferred,False,True,1,2025-09-16T14:12:36.389893
STU00393,Anika Jindal,anika393@college.ac.in,09902265966,7.09,"ios, android, swift, spring boot, kotlin, terraform, xamarin, scikit-learn, adobe illustrator",B.E Computer Science,NIT Trichy,Noida,rural,0,"Flipkart, Cognizant, Unacademy, Freshworks, Google, Morgan Stanley, PhonePe",https://github.com/anikajindal393,https://linkedin.com/in/anika-jindal-393,76.7,2025-11-19,6,17446,Preferred,True,True,15,2025-09-09T14:12:36.389893
